Invoice,Branch,City,Type,Gender,Category,Cost,Sale,Date,Year,Month,Day,Date2,Time,Payment,Review
468-88-0009,A,Nueva York,Member,Male,Home and lifestyle, $263.76 , $276.95 ,3/24/2019,2019,3,24,24/03/19,10:29:00,Cash,6.0
613-59-9758,C,Houston,Normal,Female,Sports and travel, $143.60 , $150.78 ,1/27/2019,2019,1,27,27/01/19,14:28:00,Cash,5.4
254-31-0042,A,Nueva York,Member,Male,Electronic accessories, $193.50 , $203.18 ,03/06/19,2019,3,6,06/03/19,12:46:00,Credit card,7.8
201-86-2184,B,Chicago,Member,Female,Electronic accessories, $183.82 , $193.01 ,02/02/19,2019,2,2,02/02/19,19:40:00,Cash,9.9
261-12-8671,B,Chicago,Normal,Female,Fashion accessories, $121.92 , $128.02 ,1/25/2019,2019,1,25,25/01/19,19:39:00,Credit card,4.9
730-70-9830,C,Houston,Normal,Female,Home and lifestyle, $420.66 , $441.69 ,3/14/2019,2019,3,14,14/03/19,17:54:00,Ewallet,5.2
382-25-8917,C,Houston,Normal,Male,Fashion accessories, $252.48 , $265.10 ,1/29/2019,2019,1,29,29/01/19,12:25:00,Cash,8.9
422-29-8786,A,Nueva York,Normal,Female,Home and lifestyle, $335.45 , $352.22 ,01/03/19,2019,1,3,03/01/19,16:47:00,Credit card,9.1
667-23-5919,A,Nueva York,Member,Female,Fashion accessories, $483.50 , $507.68 ,1/14/2019,2019,1,14,14/01/19,12:52:00,Ewallet,7.0
843-01-4703,B,Chicago,Member,Female,Home and lifestyle, $318.42 , $334.34 ,01/05/19,2019,1,5,05/01/19,19:50:00,Credit card,9.6
743-88-1662,C,Houston,Normal,Male,Sports and travel, $668.43 , $701.85 ,2/22/2019,2019,2,22,22/02/19,18:17:00,Ewallet,8.7
595-86-2894,C,Houston,Member,Male,Fashion accessories, $387.92 , $407.32 ,02/06/19,2019,2,6,06/02/19,17:20:00,Ewallet,9.4
182-69-8360,B,Chicago,Normal,Female,Electronic accessories, $94.60 , $99.33 ,1/30/2019,2019,1,30,30/01/19,13:32:00,Credit card,4.0
289-15-7034,A,Nueva York,Member,Male,Sports and travel, $329.32 , $345.79 ,01/11/19,2019,1,11,11/01/19,10:37:00,Credit card,7.5
462-78-5240,C,Houston,Normal,Female,Electronic accessories, $53.22 , $55.88 ,3/19/2019,2019,3,19,19/03/19,14:35:00,Cash,4.2
868-52-7573,B,Chicago,Normal,Female,Food and beverages, $498.45 , $523.37 ,1/14/2019,2019,1,14,14/01/19,12:09:00,Cash,9.9
153-58-4872,C,Houston,Member,Female,Food and beverages, $299.56 , $314.54 ,03/01/19,2019,3,1,01/03/19,15:32:00,Ewallet,4.2
662-72-2873,A,Nueva York,Normal,Female,Food and beverages, $204.70 , $214.94 ,01/06/19,2019,1,6,06/01/19,13:58:00,Ewallet,9.9
525-88-7307,B,Chicago,Member,Male,Sports and travel, $75.82 , $79.61 ,1/31/2019,2019,1,31,31/01/19,13:19:00,Cash,5.8
689-16-9784,C,Houston,Normal,Male,Food and beverages, $280.62 , $294.65 ,03/11/19,2019,3,11,11/03/19,13:37:00,Cash,6.0
725-56-0833,A,Nueva York,Normal,Female,Health and beauty, $323.20 , $339.36 ,2/20/2019,2019,2,20,20/02/19,16:49:00,Credit card,10.0
394-41-0748,C,Houston,Member,Female,Fashion accessories, $486.63 , $510.96 ,1/27/2019,2019,1,27,27/01/19,14:55:00,Ewallet,9.5
596-42-3999,B,Chicago,Normal,Male,Food and beverages, $127.54 , $133.92 ,03/10/19,2019,3,10,10/03/19,14:04:00,Credit card,6.6
541-89-9860,C,Houston,Member,Female,Fashion accessories, $241.44 , $253.51 ,2/15/2019,2019,2,15,15/02/19,12:31:00,Cash,8.1
173-82-9529,B,Chicago,Normal,Female,Fashion accessories, $379.50 , $398.48 ,1/26/2019,2019,1,26,26/01/19,14:51:00,Cash,9.7
563-36-9814,A,Nueva York,Member,Male,Electronic accessories, $76.82 , $80.66 ,2/13/2019,2019,2,13,13/02/19,18:27:00,Ewallet,7.2
308-47-4913,A,Nueva York,Member,Female,Sports and travel, $522.60 , $548.73 ,03/09/19,2019,3,9,09/03/19,12:45:00,Credit card,6.2
885-17-6250,A,Nueva York,Normal,Female,Health and beauty, $79.74 , $83.73 ,03/06/19,2019,3,6,06/03/19,10:36:00,Ewallet,7.3
726-27-2396,A,Nueva York,Normal,Female,Health and beauty, $387.50 , $406.88 ,1/24/2019,2019,1,24,24/01/19,20:36:00,Ewallet,4.3
316-01-3952,A,Nueva York,Normal,Female,Food and beverages, $271.35 , $284.92 ,3/13/2019,2019,3,13,13/03/19,14:16:00,Ewallet,4.6
760-54-1821,B,Chicago,Normal,Male,Home and lifestyle, $122.31 , $128.43 ,3/15/2019,2019,3,15,15/03/19,10:26:00,Cash,5.8
793-10-3222,B,Chicago,Member,Female,Health and beauty, $246.36 , $258.68 ,03/05/19,2019,3,5,05/03/19,13:30:00,Credit card,8.3
346-12-3257,B,Chicago,Member,Male,Electronic accessories, $173.16 , $181.82 ,03/04/19,2019,3,4,04/03/19,16:28:00,Cash,8.0
110-05-6330,C,Houston,Normal,Female,Food and beverages, $236.58 , $248.41 ,3/25/2019,2019,3,25,25/03/19,20:18:00,Credit card,9.4
651-61-0874,C,Houston,Normal,Male,Home and lifestyle, $184.88 , $194.12 ,03/12/19,2019,3,12,12/03/19,20:04:00,Credit card,6.2
236-86-3015,C,Houston,Member,Male,Home and lifestyle, $13.98 , $14.68 ,02/04/19,2019,2,4,04/02/19,13:38:00,Ewallet,9.8
831-64-0259,B,Chicago,Normal,Female,Fashion accessories, $198.75 , $208.69 ,2/22/2019,2019,2,22,22/02/19,10:43:00,Ewallet,9.6
587-03-7455,C,Houston,Member,Female,Fashion accessories, $684.53 , $718.76 ,2/16/2019,2019,2,16,16/02/19,17:30:00,Ewallet,4.9
882-40-4577,A,Nueva York,Member,Male,Sports and travel, $269.04 , $282.49 ,1/19/2019,2019,1,19,19/01/19,15:28:00,Credit card,8.0
732-67-5346,A,Nueva York,Normal,Male,Food and beverages, $68.95 , $72.40 ,01/11/19,2019,1,11,11/01/19,19:07:00,Credit card,7.8
725-32-9708,B,Chicago,Member,Female,Fashion accessories, $274.84 , $288.58 ,01/04/19,2019,1,4,04/01/19,19:01:00,Cash,4.1
256-08-8343,A,Nueva York,Normal,Female,Home and lifestyle, $226.12 , $237.43 ,03/04/19,2019,3,4,04/03/19,19:48:00,Ewallet,5.5
372-26-1506,C,Houston,Normal,Female,Fashion accessories, $119.10 , $125.06 ,1/28/2019,2019,1,28,28/01/19,19:24:00,Ewallet,5.4
244-08-0162,B,Chicago,Normal,Female,Health and beauty, $342.10 , $359.21 ,01/02/19,2019,1,2,02/01/19,13:00:00,Cash,5.1
569-71-4390,B,Chicago,Normal,Male,Sports and travel, $43.74 , $45.93 ,1/25/2019,2019,1,25,25/01/19,14:29:00,Ewallet,6.9
132-23-6451,A,Nueva York,Member,Male,Health and beauty, $104.85 , $110.09 ,01/04/19,2019,1,4,04/01/19,13:21:00,Cash,7.8
696-90-2548,A,Nueva York,Normal,Male,Sports and travel, $77.52 , $81.40 ,03/10/19,2019,3,10,10/03/19,18:55:00,Ewallet,6.6
472-15-9636,A,Nueva York,Normal,Male,Home and lifestyle, $407.44 , $427.81 ,3/22/2019,2019,3,22,22/03/19,19:36:00,Ewallet,9.2
268-03-6164,B,Chicago,Normal,Male,Health and beauty, $96.11 , $100.92 ,1/25/2019,2019,1,25,25/01/19,16:28:00,Ewallet,7.8
750-57-9686,C,Houston,Normal,Female,Home and lifestyle, $181.52 , $190.60 ,01/08/19,2019,1,8,08/01/19,13:48:00,Credit card,8.7
186-09-3669,C,Houston,Member,Female,Health and beauty, $81.51 , $85.59 ,1/22/2019,2019,1,22,22/01/19,10:57:00,Ewallet,9.2
848-07-1692,B,Chicago,Normal,Female,Health and beauty, $114.44 , $120.16 ,01/12/19,2019,1,12,12/01/19,17:13:00,Ewallet,8.3
745-71-3520,A,Nueva York,Member,Female,Electronic accessories, $176.54 , $185.37 ,02/04/19,2019,2,4,04/02/19,10:23:00,Cash,8.2
266-76-6436,C,Houston,Member,Female,Food and beverages, $115.80 , $121.59 ,3/28/2019,2019,3,28,28/03/19,13:57:00,Ewallet,7.5
740-22-2500,C,Houston,Normal,Female,Electronic accessories, $252.15 , $264.76 ,1/23/2019,2019,1,23,23/01/19,13:29:00,Cash,9.8
271-88-8734,C,Houston,Member,Female,Fashion accessories, $972.10 ," $1,020.71 ",02/08/19,2019,2,8,08/02/19,13:00:00,Credit card,8.7
301-81-8610,B,Chicago,Member,Male,Fashion accessories, $203.36 , $213.53 ,3/19/2019,2019,3,19,19/03/19,19:42:00,Credit card,6.7
489-64-4354,C,Houston,Normal,Male,Fashion accessories, $16.28 , $17.09 ,03/09/19,2019,3,9,09/03/19,15:36:00,Cash,5.0
198-84-7132,B,Chicago,Member,Male,Fashion accessories, $365.49 , $383.76 ,01/02/19,2019,1,2,02/01/19,13:40:00,Cash,7.0
269-10-8440,A,Nueva York,Member,Male,Health and beauty, $372.19 , $390.80 ,1/21/2019,2019,1,21,21/01/19,18:01:00,Cash,8.9
650-98-6268,B,Chicago,Member,Female,Food and beverages, $62.61 , $65.74 ,3/20/2019,2019,3,20,20/03/19,13:53:00,Credit card,8.0
741-73-3559,B,Chicago,Normal,Male,Sports and travel, $336.35 , $353.17 ,2/27/2019,2019,2,27,27/02/19,17:27:00,Cash,6.9
325-77-6186,A,Nueva York,Member,Female,Home and lifestyle, $906.50 , $951.83 ,03/08/19,2019,3,8,08/03/19,10:53:00,Ewallet,7.3
286-75-7818,B,Chicago,Normal,Male,Fashion accessories, $138.16 , $145.07 ,1/31/2019,2019,1,31,31/01/19,19:48:00,Credit card,6.9
574-57-9721,C,Houston,Normal,Male,Food and beverages, $86.54 , $90.87 ,03/08/19,2019,3,8,08/03/19,16:53:00,Ewallet,5.7
459-50-7686,A,Nueva York,Normal,Female,Electronic accessories, $140.76 , $147.80 ,1/13/2019,2019,1,13,13/01/19,19:14:00,Ewallet,6.4
616-87-0016,B,Chicago,Normal,Male,Fashion accessories, $668.78 , $702.22 ,03/09/19,2019,3,9,09/03/19,14:36:00,Credit card,9.6
837-55-7229,B,Chicago,Normal,Female,Fashion accessories, $47.44 , $49.81 ,2/22/2019,2019,2,22,22/02/19,18:19:00,Credit card,6.8
751-69-0068,C,Houston,Normal,Male,Sports and travel, $893.16 , $937.82 ,3/19/2019,2019,3,19,19/03/19,19:09:00,Ewallet,9.0
257-73-1380,C,Houston,Member,Male,Sports and travel, $331.72 , $348.31 ,1/20/2019,2019,1,20,20/01/19,16:51:00,Ewallet,9.6
345-08-4992,A,Nueva York,Normal,Male,Home and lifestyle, $203.94 , $214.14 ,03/08/19,2019,3,8,08/03/19,15:37:00,Credit card,7.7
549-96-4200,C,Houston,Member,Male,Food and beverages, $68.16 , $71.57 ,03/08/19,2019,3,8,08/03/19,20:15:00,Ewallet,7.0
810-60-6344,C,Houston,Normal,Female,Electronic accessories, $326.88 , $343.22 ,02/07/19,2019,2,7,07/02/19,14:38:00,Credit card,6.5
450-28-2866,C,Houston,Member,Male,Food and beverages, $87.20 , $91.56 ,1/15/2019,2019,1,15,15/01/19,19:25:00,Cash,8.1
394-30-3170,B,Chicago,Member,Female,Sports and travel, $707.44 , $742.81 ,3/22/2019,2019,3,22,22/03/19,19:35:00,Credit card,4.3
138-17-5109,A,Nueva York,Member,Female,Home and lifestyle, $802.89 , $843.03 ,1/15/2019,2019,1,15,15/01/19,15:42:00,Credit card,6.5
192-98-7397,C,Houston,Normal,Male,Fashion accessories, $12.78 , $13.42 ,01/08/19,2019,1,8,08/01/19,14:11:00,Ewallet,9.5
301-11-9629,A,Nueva York,Normal,Female,Sports and travel, $133.70 , $140.39 ,1/15/2019,2019,1,15,15/01/19,10:43:00,Cash,9.7
390-80-5128,B,Chicago,Member,Female,Health and beauty, $19.15 , $20.11 ,1/28/2019,2019,1,28,28/01/19,17:58:00,Credit card,9.5
235-46-8343,C,Houston,Member,Male,Food and beverages, $276.60 , $290.43 ,2/14/2019,2019,2,14,14/02/19,11:26:00,Credit card,8.9
453-12-7053,C,Houston,Normal,Male,Fashion accessories, $137.22 , $144.08 ,03/10/19,2019,3,10,10/03/19,17:38:00,Credit card,6.5
296-11-7041,B,Chicago,Member,Female,Health and beauty, $27.07 , $28.42 ,01/12/19,2019,1,12,12/01/19,20:07:00,Credit card,5.3
449-27-2918,B,Chicago,Member,Female,Sports and travel, $39.12 , $41.08 ,3/26/2019,2019,3,26,26/03/19,11:02:00,Credit card,9.6
891-01-7034,B,Chicago,Normal,Female,Electronic accessories, $448.26 , $470.67 ,01/01/19,2019,1,1,01/01/19,19:07:00,Cash,6.7
744-09-5786,B,Chicago,Normal,Male,Electronic accessories, $132.06 , $138.66 ,01/02/19,2019,1,2,02/01/19,18:50:00,Cash,7.6
727-17-0390,A,Nueva York,Normal,Female,Food and beverages, $318.05 , $333.95 ,3/16/2019,2019,3,16,16/03/19,12:43:00,Ewallet,4.8
568-88-3448,A,Nueva York,Normal,Male,Health and beauty, $25.00 , $26.25 ,03/03/19,2019,3,3,03/03/19,15:09:00,Ewallet,5.5
187-83-5490,A,Nueva York,Member,Male,Electronic accessories, $83.08 , $87.23 ,1/31/2019,2019,1,31,31/01/19,13:47:00,Cash,4.7
767-54-1907,B,Chicago,Member,Female,Fashion accessories, $147.80 , $155.19 ,2/13/2019,2019,2,13,13/02/19,16:59:00,Cash,6.9
710-46-4433,B,Chicago,Member,Female,Food and beverages, $696.60 , $731.43 ,2/15/2019,2019,2,15,15/02/19,14:15:00,Credit card,4.5
533-33-5337,B,Chicago,Normal,Male,Electronic accessories, $793.90 , $833.60 ,02/07/19,2019,2,7,07/02/19,20:24:00,Cash,6.2
325-90-8763,C,Houston,Member,Female,Electronic accessories, $465.70 , $488.99 ,1/27/2019,2019,1,27,27/01/19,13:58:00,Cash,7.6
729-46-7422,C,Houston,Normal,Male,Food and beverages, $35.89 , $37.68 ,2/23/2019,2019,2,23,23/02/19,16:52:00,Credit card,7.9
639-76-1242,C,Houston,Normal,Male,Food and beverages, $202.60 , $212.73 ,02/03/19,2019,2,3,03/02/19,15:19:00,Cash,4.5
234-03-4040,B,Chicago,Member,Female,Food and beverages, $730.50 , $767.03 ,03/03/19,2019,3,3,03/03/19,12:25:00,Credit card,8.7
326-71-2155,C,Houston,Normal,Female,Sports and travel, $295.80 , $310.59 ,02/03/19,2019,2,3,03/02/19,10:02:00,Cash,6.1
320-32-8842,C,Houston,Member,Female,Food and beverages, $22.62 , $23.75 ,3/17/2019,2019,3,17,17/03/19,18:58:00,Cash,6.4
470-32-9057,A,Nueva York,Member,Male,Food and beverages, $256.70 , $269.54 ,3/28/2019,2019,3,28,28/03/19,15:31:00,Credit card,9.1
878-30-2331,C,Houston,Member,Female,Sports and travel, $545.50 , $572.78 ,03/02/19,2019,3,2,02/03/19,11:22:00,Credit card,7.1
440-59-5691,C,Houston,Member,Female,Health and beauty, $260.05 , $273.05 ,02/08/19,2019,2,8,08/02/19,13:12:00,Credit card,7.7
554-53-3790,B,Chicago,Normal,Male,Sports and travel, $222.12 , $233.23 ,3/22/2019,2019,3,22,22/03/19,18:33:00,Cash,4.5
746-19-0921,C,Houston,Normal,Male,Food and beverages, $21.58 , $22.66 ,02/09/19,2019,2,9,09/02/19,10:02:00,Ewallet,7.2
233-34-0817,C,Houston,Member,Female,Electronic accessories, $98.84 , $103.78 ,2/15/2019,2019,2,15,15/02/19,11:21:00,Cash,8.4
767-05-1286,C,Houston,Member,Female,Home and lifestyle, $502.62 , $527.75 ,1/23/2019,2019,1,23,23/01/19,12:10:00,Ewallet,5.4
340-21-9136,A,Nueva York,Member,Female,Sports and travel, $160.20 , $168.21 ,1/25/2019,2019,1,25,25/01/19,11:40:00,Cash,9.7
405-31-3305,A,Nueva York,Member,Male,Fashion accessories, $431.30 , $452.87 ,02/02/19,2019,2,2,02/02/19,18:31:00,Credit card,5.5
731-59-7531,B,Chicago,Member,Male,Health and beauty, $580.56 , $609.59 ,3/30/2019,2019,3,30,30/03/19,17:58:00,Cash,4.6
676-39-6028,A,Nueva York,Member,Female,Electronic accessories, $322.20 , $338.31 ,3/30/2019,2019,3,30,30/03/19,17:04:00,Cash,6.6
502-05-1910,A,Nueva York,Normal,Male,Health and beauty, $195.54 , $205.32 ,2/25/2019,2019,2,25,25/02/19,20:35:00,Credit card,6.3
485-30-8700,A,Nueva York,Normal,Female,Sports and travel, $166.30 , $174.62 ,3/18/2019,2019,3,18,18/03/19,16:10:00,Credit card,4.2
598-47-9715,C,Houston,Normal,Male,Electronic accessories, $336.28 , $353.09 ,03/07/19,2019,3,7,07/03/19,16:54:00,Ewallet,4.4
701-69-8742,B,Chicago,Normal,Male,Sports and travel, $343.70 , $360.89 ,3/16/2019,2019,3,16,16/03/19,10:11:00,Ewallet,6.7
575-67-1508,A,Nueva York,Normal,Male,Electronic accessories, $38.60 , $40.53 ,1/29/2019,2019,1,29,29/01/19,11:26:00,Ewallet,6.7
541-08-3113,C,Houston,Normal,Male,Food and beverages, $527.76 , $554.15 ,02/02/19,2019,2,2,02/02/19,20:29:00,Cash,8.4
246-11-3901,C,Houston,Normal,Female,Electronic accessories, $328.00 , $344.40 ,2/15/2019,2019,2,15,15/02/19,12:12:00,Cash,6.2
674-15-9296,A,Nueva York,Normal,Male,Sports and travel, $185.70 , $194.99 ,01/08/19,2019,1,8,08/01/19,13:05:00,Ewallet,5.0
305-18-3552,B,Chicago,Member,Male,Home and lifestyle, $603.80 , $633.99 ,02/12/19,2019,2,12,12/02/19,16:19:00,Cash,6.0
493-65-6248,C,Houston,Member,Female,Sports and travel, $369.80 , $388.29 ,01/01/19,2019,1,1,01/01/19,19:48:00,Credit card,7.0
438-01-4015,B,Chicago,Member,Female,Sports and travel, $197.96 , $207.86 ,3/21/2019,2019,3,21,21/03/19,15:25:00,Ewallet,6.6
709-58-4068,B,Chicago,Normal,Female,Fashion accessories, $410.90 , $431.45 ,2/28/2019,2019,2,28,28/02/19,14:42:00,Cash,7.3
795-49-7276,A,Nueva York,Normal,Male,Fashion accessories, $148.60 , $156.03 ,3/23/2019,2019,3,23,23/03/19,18:59:00,Ewallet,8.3
556-72-8512,C,Houston,Normal,Male,Home and lifestyle, $22.96 , $24.11 ,1/30/2019,2019,1,30,30/01/19,20:47:00,Cash,4.3
627-95-3243,B,Chicago,Member,Female,Home and lifestyle, $699.12 , $734.08 ,02/04/19,2019,2,4,04/02/19,13:21:00,Ewallet,9.8
686-41-0932,B,Chicago,Normal,Female,Fashion accessories, $69.40 , $72.87 ,3/13/2019,2019,3,13,13/03/19,19:48:00,Ewallet,8.2
510-09-5628,A,Nueva York,Member,Female,Fashion accessories, $196.60 , $206.43 ,3/15/2019,2019,3,15,15/03/19,18:20:00,Credit card,7.2
608-04-3797,B,Chicago,Member,Female,Health and beauty, $202.56 , $212.69 ,03/05/19,2019,3,5,05/03/19,20:24:00,Ewallet,8.7
148-82-2527,C,Houston,Member,Female,Home and lifestyle, $121.20 , $127.26 ,03/05/19,2019,3,5,05/03/19,13:44:00,Credit card,8.4
437-53-3084,B,Chicago,Normal,Male,Fashion accessories, $199.78 , $209.77 ,2/26/2019,2019,2,26,26/02/19,11:48:00,Ewallet,7.1
632-32-4574,B,Chicago,Normal,Male,Sports and travel, $607.36 , $637.73 ,3/20/2019,2019,3,20,20/03/19,14:14:00,Cash,5.5
556-97-7101,C,Houston,Normal,Female,Electronic accessories, $126.44 , $132.76 ,01/01/19,2019,1,1,01/01/19,15:51:00,Cash,8.5
862-59-8517,C,Houston,Normal,Female,Food and beverages, $541.44 , $568.51 ,1/27/2019,2019,1,27,27/01/19,11:17:00,Cash,6.2
401-18-8016,B,Chicago,Member,Female,Sports and travel, $98.13 , $103.04 ,1/21/2019,2019,1,21,21/01/19,17:36:00,Cash,8.9
420-18-8989,A,Nueva York,Member,Female,Sports and travel, $412.16 , $432.77 ,02/02/19,2019,2,2,02/02/19,15:47:00,Cash,9.6
277-63-2961,B,Chicago,Member,Male,Sports and travel, $73.97 , $77.67 ,02/03/19,2019,2,3,03/02/19,15:53:00,Credit card,5.4
573-98-8548,C,Houston,Member,Female,Fashion accessories, $31.90 , $33.50 ,01/05/19,2019,1,5,05/01/19,12:40:00,Ewallet,9.1
620-02-2046,C,Houston,Normal,Male,Home and lifestyle, $138.80 , $145.74 ,1/27/2019,2019,1,27,27/01/19,19:48:00,Ewallet,9.0
282-35-2475,B,Chicago,Normal,Female,Sports and travel, $186.62 , $195.95 ,3/25/2019,2019,3,25,25/03/19,17:53:00,Cash,6.3
511-54-3087,B,Chicago,Normal,Male,Sports and travel, $88.45 , $92.87 ,2/25/2019,2019,2,25,25/02/19,16:36:00,Credit card,9.5
726-29-6793,A,Nueva York,Member,Male,Electronic accessories, $193.44 , $203.11 ,1/28/2019,2019,1,28,28/01/19,20:54:00,Ewallet,9.8
387-49-4215,B,Chicago,Member,Female,Sports and travel, $145.50 , $152.78 ,01/08/19,2019,1,8,08/01/19,12:50:00,Cash,6.7
862-17-9201,B,Chicago,Normal,Female,Food and beverages, $504.30 , $529.52 ,1/29/2019,2019,1,29,29/01/19,10:48:00,Credit card,7.7
291-21-5991,B,Chicago,Member,Male,Health and beauty, $306.45 , $321.77 ,3/29/2019,2019,3,29,29/03/19,14:28:00,Cash,7.0
602-80-9671,C,Houston,Member,Female,Home and lifestyle, $95.70 , $100.49 ,02/09/19,2019,2,9,09/02/19,17:15:00,Credit card,5.1
347-72-6115,B,Chicago,Member,Female,Sports and travel, $635.18 , $666.94 ,1/16/2019,2019,1,16,16/01/19,18:03:00,Credit card,6.2
209-61-0206,A,Nueva York,Normal,Female,Home and lifestyle, $214.55 , $225.28 ,01/05/19,2019,1,5,05/01/19,17:29:00,Ewallet,6.1
595-27-4851,A,Nueva York,Normal,Female,Fashion accessories, $379.96 , $398.96 ,1/27/2019,2019,1,27,27/01/19,18:05:00,Ewallet,9.3
189-52-0236,A,Nueva York,Normal,Male,Electronic accessories, $696.85 , $731.69 ,3/14/2019,2019,3,14,14/03/19,12:07:00,Cash,7.6
503-07-0930,C,Houston,Member,Male,Sports and travel, $408.73 , $429.17 ,2/23/2019,2019,2,23,23/02/19,19:49:00,Credit card,8.2
413-20-6708,C,Houston,Member,Female,Fashion accessories, $51.47 , $54.04 ,3/18/2019,2019,3,18,18/03/19,15:52:00,Ewallet,8.5
425-85-2085,B,Chicago,Member,Male,Health and beauty, $274.30 , $288.02 ,3/29/2019,2019,3,29,29/03/19,16:48:00,Ewallet,9.8
521-18-7827,C,Houston,Member,Male,Home and lifestyle, $196.95 , $206.80 ,1/22/2019,2019,1,22,22/01/19,20:46:00,Credit card,8.7
220-28-1851,A,Nueva York,Normal,Male,Home and lifestyle, $69.46 , $72.93 ,03/01/19,2019,3,1,01/03/19,18:14:00,Ewallet,9.7
600-38-9738,C,Houston,Member,Male,Sports and travel, $359.60 , $377.58 ,1/17/2019,2019,1,17,17/01/19,15:05:00,Credit card,4.3
734-91-1155,B,Chicago,Normal,Female,Electronic accessories, $137.13 , $143.99 ,3/26/2019,2019,3,26,26/03/19,10:34:00,Credit card,7.7
451-28-5717,C,Houston,Member,Female,Home and lifestyle, $499.02 , $523.97 ,3/20/2019,2019,3,20,20/03/19,11:23:00,Cash,7.3
609-81-8548,A,Nueva York,Member,Female,Home and lifestyle, $224.64 , $235.87 ,02/06/19,2019,2,6,06/02/19,13:55:00,Credit card,5.9
133-14-7229,C,Houston,Normal,Male,Health and beauty, $125.74 , $132.03 ,01/01/19,2019,1,1,01/01/19,11:43:00,Cash,5.0
534-01-4457,A,Nueva York,Normal,Male,Food and beverages, $490.26 , $514.77 ,1/27/2019,2019,1,27,27/01/19,14:36:00,Credit card,8.0
719-89-8991,A,Nueva York,Member,Female,Sports and travel, $457.05 , $479.90 ,2/25/2019,2019,2,25,25/02/19,16:03:00,Ewallet,7.1
286-62-6248,B,Chicago,Normal,Male,Fashion accessories, $156.84 , $164.68 ,1/16/2019,2019,1,16,16/01/19,20:03:00,Credit card,9.0
339-38-9982,B,Chicago,Member,Male,Fashion accessories, $119.72 , $125.71 ,1/13/2019,2019,1,13,13/01/19,14:55:00,Ewallet,6.7
827-44-5872,B,Chicago,Member,Female,Food and beverages, $543.60 , $570.78 ,02/07/19,2019,2,7,07/02/19,11:28:00,Credit card,6.1
827-77-7633,A,Nueva York,Normal,Male,Sports and travel, $882.81 , $926.95 ,2/17/2019,2019,2,17,17/02/19,19:41:00,Cash,9.3
287-83-1405,A,Nueva York,Normal,Male,Health and beauty, $152.58 , $160.21 ,02/12/19,2019,2,12,12/02/19,19:01:00,Ewallet,7.0
435-13-4908,A,Nueva York,Member,Male,Fashion accessories, $693.44 , $728.11 ,1/24/2019,2019,1,24,24/01/19,18:04:00,Credit card,7.2
857-67-9057,B,Chicago,Normal,Male,Electronic accessories, $229.50 , $240.98 ,02/06/19,2019,2,6,06/02/19,19:20:00,Ewallet,8.2
236-27-1144,C,Houston,Normal,Female,Food and beverages, $146.79 , $154.13 ,3/26/2019,2019,3,26,26/03/19,10:31:00,Ewallet,8.4
892-05-6689,A,Nueva York,Normal,Female,Home and lifestyle, $141.60 , $148.68 ,03/11/19,2019,3,11,11/03/19,13:28:00,Ewallet,6.2
583-41-4548,C,Houston,Normal,Male,Home and lifestyle, $116.69 , $122.52 ,02/07/19,2019,2,7,07/02/19,11:36:00,Ewallet,7.4
339-12-4827,B,Chicago,Member,Female,Fashion accessories, $73.96 , $77.66 ,01/05/19,2019,1,5,05/01/19,11:32:00,Credit card,5.0
643-38-7867,A,Nueva York,Normal,Male,Home and lifestyle, $97.94 , $102.84 ,03/07/19,2019,3,7,07/03/19,11:44:00,Ewallet,6.9
308-81-0538,A,Nueva York,Normal,Female,Fashion accessories, $292.20 , $306.81 ,2/25/2019,2019,2,25,25/02/19,17:16:00,Credit card,4.9
358-88-9262,C,Houston,Member,Female,Food and beverages, $524.88 , $551.12 ,02/01/19,2019,2,1,01/02/19,18:43:00,Ewallet,5.1
460-35-4390,A,Nueva York,Normal,Male,Home and lifestyle, $92.04 , $96.64 ,1/22/2019,2019,1,22,22/01/19,11:00:00,Ewallet,9.1
343-87-0864,C,Houston,Member,Male,Health and beauty, $75.88 , $79.67 ,01/03/19,2019,1,3,03/01/19,10:30:00,Credit card,7.1
173-50-1108,B,Chicago,Member,Female,Sports and travel, $80.72 , $84.76 ,2/13/2019,2019,2,13,13/02/19,12:14:00,Credit card,5.0
243-47-2663,C,Houston,Member,Male,Electronic accessories, $112.62 , $118.25 ,1/28/2019,2019,1,28,28/01/19,16:43:00,Credit card,5.5
841-18-8232,B,Chicago,Normal,Female,Food and beverages, $71.20 , $74.76 ,01/05/19,2019,1,5,05/01/19,20:40:00,Credit card,9.2
701-23-5550,B,Chicago,Member,Male,Home and lifestyle, $155.24 , $163.00 ,3/19/2019,2019,3,19,19/03/19,13:40:00,Ewallet,4.9
647-50-1224,A,Nueva York,Normal,Female,Fashion accessories, $294.20 , $308.91 ,01/12/19,2019,1,12,12/01/19,16:23:00,Ewallet,8.9
541-48-8554,A,Nueva York,Normal,Male,Sports and travel, $548.55 , $575.98 ,01/07/19,2019,1,7,07/01/19,12:08:00,Credit card,6.0
539-21-7227,B,Chicago,Normal,Female,Sports and travel, $257.70 , $270.59 ,1/26/2019,2019,1,26,26/01/19,17:45:00,Cash,4.2
213-32-1216,A,Nueva York,Normal,Female,Electronic accessories, $396.36 , $416.18 ,1/23/2019,2019,1,23,23/01/19,10:28:00,Cash,7.3
